demand_scenario,refining_scenario,product_scenario,demo_cat,demo_group,title,segment,metric,metric_desc,unit_desc,value
BAU,historical production,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,2020 prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,0
BAU,historical production,changing prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,0
BAU,historical production,changing prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,0
BAU,low exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-1032131642.41461
BAU,low exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-261421462.565926
BAU,low exports,changing prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-1319253838.60787
BAU,low exports,changing prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-340881775.728526
BAU,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-2638991688.3958
BAU,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-678244142.30418
BAU,low exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-3391705228.92069
BAU,low exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-890256080.035822
BAU,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-3178076529.20768
BAU,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-813844346.459775
BAU,low exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-4078831383.46512
BAU,low exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-1066455293.68622
BAU,low exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-488706567.424359
BAU,low exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-124767364.556987
BAU,low exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-626665089.881163
BAU,low exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-163336835.557518
BAU,low exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-9457663.69253712
BAU,low exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-2434405.39183289
BAU,low exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-12174257.4864503
BAU,low exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-3201570.68224973
BAU,low exports,2020 prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-622228079.081353
BAU,low exports,2020 prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-159210670.641559
BAU,low exports,changing prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-798172526.251206
BAU,low exports,changing prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-208486748.486303
BAU,low exports,2020 prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-262300240.481384
BAU,low exports,2020 prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-67410208.6881652
BAU,low exports,changing prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-336829003.265045
BAU,low exports,changing prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-88406117.8382652
BAU,low exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-16900727.4189888
BAU,low exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-4359104.08505006
BAU,low exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-21723164.4821703
BAU,low exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-5723571.88842714
BAU,low exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-1408773110.40603
BAU,low exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-358891208.574286
BAU,low exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-1804804163.27336
BAU,low exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-469296100.112441
BAU,low exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-18897980.6935692
BAU,low exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-4852466.26598206
BAU,low exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-24275530.9020439
BAU,low exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-6365649.45625359
BAU,low exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-123786754.05049
BAU,low exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-31917101.9364252
BAU,low exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-159253515.185408
BAU,low exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-41944690.7303672
BAU,low exports,2020 prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-1204438540.80772
BAU,low exports,2020 prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-309536545.43347
BAU,low exports,changing prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-1548264312.50059
BAU,low exports,changing prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-406367680.049433
LC1,historical exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-1304478477.44885
LC1,historical exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-338035938.13396
LC1,historical exports,changing prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-1714768834.52789
LC1,historical exports,changing prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-453490969.633441
LC1,historical exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-3471560041.71372
LC1,historical exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-927794841.845119
LC1,historical exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-4611930183.44868
LC1,historical exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-1259249669.91156
LC1,historical exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-4124558405.35099
LC1,historical exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-1094318399.35009
LC1,historical exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-5463847800.28593
LC1,historical exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-1480708037.07606
LC1,historical exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-647116074.781133
LC1,historical exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-170350030.730813
LC1,historical exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-857269745.99972
LC1,historical exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-230507518.613449
LC1,historical exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-12957789.1824601
LC1,historical exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-3475828.14693803
LC1,historical exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-17291411.0775977
LC1,historical exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-4739870.64258911
LC1,historical exports,2020 prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-797313009.209804
LC1,historical exports,2020 prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-211582794.697229
LC1,historical exports,changing prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-1054684746.9238
LC1,historical exports,changing prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-285816632.029042
LC1,historical exports,2020 prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-344623926.144666
LC1,historical exports,2020 prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-91708655.4326806
LC1,historical exports,changing prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-457282160.328119
LC1,historical exports,changing prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-124255235.103537
LC1,historical exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-22101421.6668455
LC1,historical exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-5909384.77178429
LC1,historical exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-29345354.9997559
LC1,historical exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-8009865.82952198
LC1,historical exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-1819047676.84103
LC1,historical exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-476344043.152174
LC1,historical exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-2402442376.56467
LC1,historical exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-642408686.274064
LC1,historical exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-24942571.2431782
LC1,historical exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-6657443.4751489
LC1,historical exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-33112470.4846835
LC1,historical exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-9028903.73459235
LC1,historical exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-164690669.23416
LC1,historical exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-44314435.0644549
LC1,historical exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-219268310.462386
LC1,historical exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-60276378.4363806
LC1,historical exports,2020 prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-1585997416.61
LC1,historical exports,2020 prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-424675845.340493
LC1,historical exports,changing prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-2107690715.44463
LC1,historical exports,changing prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-576679983.639775
LC1,historical production,2020 prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-17760091.0923166
LC1,historical production,2020 prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-4880109.06186104
LC1,historical production,changing prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-21862541.2765913
LC1,historical production,changing prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-6111184.50461221
LC1,historical production,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-51856108.6806488
LC1,historical production,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-14006908.7073417
LC1,historical production,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-62331815.8841324
LC1,historical production,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-17136653.6578398
LC1,historical production,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-60225402.5347176
LC1,historical production,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-16346947.0729771
LC1,historical production,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-72821656.2745476
LC1,historical production,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-20118045.5324087
LC1,historical production,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-9322748.19463968
LC1,historical production,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-2520770.37237895
LC1,historical production,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-11285951.1617107
LC1,historical production,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-3104832.01618826
LC1,historical production,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-198811.939073466
LC1,historical production,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-53099.0143872146
LC1,historical production,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-236966.337959409
LC1,historical production,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-64393.3956414275
LC1,historical production,2020 prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-11867453.7196808
LC1,historical production,2020 prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-3232775.5488615
LC1,historical production,changing prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-14408572.6187034
LC1,historical production,changing prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-3995063.00208282
LC1,historical production,2020 prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-5301829.66865563
LC1,historical production,2020 prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-1435795.55912393
LC1,historical production,changing prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-6396109.19240856
LC1,historical production,changing prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-1763280.8188346
LC1,historical production,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-313997.515144557
LC1,historical production,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-85156.2604631186
LC1,historical production,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-375463.229058087
LC1,historical production,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-103713.471995976
LC1,historical production,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-24706862.6045856
LC1,historical production,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-6732605.46388054
LC1,historical production,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-30055274.6800976
LC1,historical production,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-8333407.24609137
LC1,historical production,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-391612.140302837
LC1,historical production,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-105713.073067419
LC1,historical production,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-472770.829446077
LC1,historical production,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-129881.3398761
LC1,historical production,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-2540883.52846849
LC1,historical production,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-684669.234882027
LC1,historical production,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-3040911.76564908
LC1,historical production,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-834187.088466406
LC1,historical production,2020 prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-24226699.6134539
LC1,historical production,2020 prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-6537903.29069686
LC1,historical production,changing prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-29121538.7829342
LC1,historical production,changing prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-7998951.185606
LC1,low exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-1613372812.27328
LC1,low exports,2020 prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-417538156.572992
LC1,low exports,changing prices,DAC,dac,DAC,labor,forgone_wages_h,forgone_wages,USD,-2110102930.67401
LC1,low exports,changing prices,DAC,dac,DAC,labor,forgone_wages_l,forgone_wages,USD,-558242376.316541
LC1,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-4614553173.11433
LC1,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-1218097156.98454
LC1,low exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_h,forgone_wages,USD,-6084890407.97134
LC1,low exports,changing prices,DAC,non_dac,Non-DAC,labor,forgone_wages_l,forgone_wages,USD,-1642442771.138
LC1,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-5385128388.82635
LC1,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-1415696928.23361
LC1,low exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_h,forgone_wages,USD,-7085966490.36964
LC1,low exports,changing prices,Poverty,total_above_poverty,Above poverty line,labor,forgone_wages_l,forgone_wages,USD,-1904735371.1985
LC1,low exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-837327626.718961
LC1,low exports,2020 prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-218475844.255322
LC1,low exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_h,forgone_wages,USD,-1101967752.33187
LC1,low exports,changing prices,Poverty,total_below_poverty,Below poverty line,labor,forgone_wages_l,forgone_wages,USD,-294015591.726886
LC1,low exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-17516394.5845579
LC1,low exports,2020 prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-4625842.04696246
LC1,low exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_h,forgone_wages,USD,-23175080.950373
LC1,low exports,changing prices,Race,aialnative,American Indian or Alaska Native,labor,forgone_wages_l,forgone_wages,USD,-6259071.01720502
LC1,low exports,2020 prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-1031105542.94025
LC1,low exports,2020 prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-271235054.164989
LC1,low exports,changing prices,Race,asian,Asian,labor,forgone_wages_h,forgone_wages,USD,-1354621081.91936
LC1,low exports,changing prices,Race,asian,Asian,labor,forgone_wages_l,forgone_wages,USD,-364302184.478724
LC1,low exports,2020 prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-452221264.256197
LC1,low exports,2020 prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-119371710.681883
LC1,low exports,changing prices,Race,black,Black,labor,forgone_wages_h,forgone_wages,USD,-595444426.008015
LC1,low exports,changing prices,Race,black,Black,labor,forgone_wages_l,forgone_wages,USD,-160716000.767058
LC1,low exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-29056730.9349821
LC1,low exports,2020 prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-7725050.07899121
LC1,low exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_h,forgone_wages,USD,-38262189.0086968
LC1,low exports,changing prices,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,forgone_wages_l,forgone_wages,USD,-10400056.3273584
LC1,low exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-2314510856.08256
LC1,low exports,2020 prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-602701485.309761
LC1,low exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_h,forgone_wages,USD,-3038309657.75531
LC1,low exports,changing prices,Race,hispanic,Hispanic,labor,forgone_wages_l,forgone_wages,USD,-808911401.578787
LC1,low exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-32912196.2578199
LC1,low exports,2020 prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-8678815.8614895
LC1,low exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-43368242.0215668
LC1,low exports,changing prices,Race,nonh_other,Other (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-11693703.2644852
LC1,low exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-221893357.080719
LC1,low exports,2020 prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-58912546.757139
LC1,low exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_h,forgone_wages,USD,-293050805.91351
LC1,low exports,changing prices,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,forgone_wages_l,forgone_wages,USD,-79562376.895982
LC1,low exports,2020 prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-2123239673.40825
LC1,low exports,2020 prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-560922267.587724
LC1,low exports,changing prices,Race,white,white,labor,forgone_wages_h,forgone_wages,USD,-2801702759.1247
LC1,low exports,changing prices,Race,white,white,labor,forgone_wages_l,forgone_wages,USD,-756906168.595785
BAU,historical exports,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,-9412.27639517477
LC1,historical exports,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,-18208.8612524157
BAU,historical production,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,0
LC1,low exports,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,-22293.8244201579
LC1,historical production,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,-251.915173998736
BAU,low exports,2020 prices,DAC,dac,DAC,labor,fte_job_years,job_loss,fte-jobs,-13608.1479968877
BAU,historical exports,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,-20017.936287595
LC1,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,-64880.6757457293
LC1,historical exports,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,-49551.3249362058
BAU,historical production,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,0
LC1,historical production,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,-709.396480994008
BAU,low exports,2020 prices,DAC,non_dac,Non-DAC,labor,fte_job_years,job_loss,fte-jobs,-35250.0510211547
BAU,historical production,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,0
LC1,historical exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,-58521.7425887911
BAU,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,-42309.0691205852
LC1,low exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,-75380.354243901
LC1,historical production,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,-831.740429937083
BAU,historical exports,2020 prices,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,job_loss,fte-jobs,-25372.7113112101
